source_id;idzz;ico;name;provider_name;specialty;address_street;address_city;address_zip;district;region;email;phone;insurance;source;registry_state
64-36685810-A0002;64-36685810-A0002;;Tobimed, zubná klinika, Topoľčany;TOBIÁŠDENT, s.r.o.;Zubné lekárstvo, Dentoalveolárna chirurgia;Čsl. armády 1457/1;Topoľčany;95501;Okres Topoľčany;Nitriansky samosprávny kraj;;;;e-VUC;Novy
64-52020606-A0001;64-52020606-A0001;;Ambulancia zubného lekárstva, Kovarce;BeliDent s.r.o.;Zubné lekárstvo;Kovarce 159;Kovarce;95615;Okres Topoľčany;Nitriansky samosprávny kraj;;;;e-VUC;Novy
64-35964260-A0005;64-35964260-A0005;;Ambulancia zubného lekárstva, Topoľčany;V - DENT, s.r.o.;Zubné lekárstvo;Škultétyho 4720/2A;Topoľčany;95501;Okres Topoľčany;Nitriansky samosprávny kraj;;;;e-VUC;Novy
64-51436345-A0001;64-51436345-A0001;;Ambulancia zubného lekárstva, Topoľčany;DENTIST - KA s. r. o.;Zubné lekárstvo;17. novembra 1300/14;Topoľčany;95501;Okres Topoľčany;Nitriansky samosprávny kraj;;;;e-VUC;Novy
64-46411283-A0002;64-46411283-A0002;;Ambulancia zubného lekárstva, Topoľčany;Čaradský dental, s.r.o.;Zubné lekárstvo, Dentálna hygiena;Dr. P. Adámiho 2885/22;Topoľčany;95501;Okres Topoľčany;Nitriansky samosprávny kraj;;;;e-VUC;Novy
64-51171490-A0001;64-51171490-A0001;;Ambulancia zubného lekárstva, Prašice;MIRMI Dent, s.r.o.;Zubné lekárstvo;1. mája 87/87;Prašice;95622;Okres Topoľčany;Nitriansky samosprávny kraj;;;;e-VUC;Novy
64-51146274-A0001;64-51146274-A0001;;Ambulancia zubného lekárstva, Topoľčany;B.F. - DENT, s.r.o.;Zubné lekárstvo;Pílska 1295/10;Topoľčany;95501;Okres Topoľčany;Nitriansky samosprávny kraj;;;;e-VUC;Novy
64-51072963-A0001;64-51072963-A0001;;Ambulancia zubného lekárstva, Topoľčany;Cristal Dent s.r.o.;Zubné lekárstvo;Tovarnícka 1115/24;Topoľčany;95501;Okres Topoľčany;Nitriansky samosprávny kraj;;;;e-VUC;Novy
51-44461267-A0001;51-44461267-A0001;;Ambulancia zubného lekárstva, Jacovce;MEDO-DENT, s.r.o.;Zubné lekárstvo;Farská 296;Jacovce;95621;Okres Topoľčany;Nitriansky samosprávny kraj;;;;e-VUC;Novy
64-50800264-A0001;64-50800264-A0001;;Ambulancia dentálnej hygieny, Topoľčany;Denthya, spol. s r.o.;Dentálna hygiena;Moyzesova 1333/1A;Topoľčany;95501;Okres Topoľčany;Nitriansky samosprávny kraj;;;;e-VUC;Novy
64-46617841-A0002;64-46617841-A0002;;Ambulancia zubného lekárstva, Topoľčany;VIJA - DENT s.r.o.;Zubné lekárstvo;Gogoľova 2143/7;Topoľčany;95501;Okres Topoľčany;Nitriansky samosprávny kraj;;;;e-VUC;Novy
64-46411283-A0001;64-46411283-A0001;;Ambulancia zubného lekárstva, Topoľčany;Čaradský dental, s.r.o.;Zubné lekárstvo, Dentoalveolárna chirurgia;Dr. P. Adámiho 2885/22;Topoľčany;95501;Okres Topoľčany;Nitriansky samosprávny kraj;;;;e-VUC;Novy
64-36706841-A0002;64-36706841-A0002;;Ambulancia zubného lekárstva, Topoľčany;ZAD - DENT, s.r.o.;Zubné lekárstvo;SOU Obchodné, T. Vansovej 2634/2;Topoľčany;95501;Okres Topoľčany;Nitriansky samosprávny kraj;;;;e-VUC;Novy
64-36706841-A0001;64-36706841-A0001;;Ambulancia zubného lekárstva, Topoľčany;ZAD - DENT, s.r.o.;Zubné lekárstvo, Choroby slizníc ústnej dutiny;SOU Obchodné, T. Vansovej 2634/2;Topoľčany;95501;Okres Topoľčany;Nitriansky samosprávny kraj;;;;e-VUC;Novy
64-35964260-A0004;64-35964260-A0004;;Ambulancia zubného lekárstva, Topoľčany;V - DENT, s.r.o.;Zubné lekárstvo, Dentoalveolárna chirurgia, Dentálna hygiena;Škultétyho 4720/2A;Topoľčany;95501;Okres Topoľčany;Nitriansky samosprávny kraj;;;;e-VUC;Novy
64-36685810-A0001;64-36685810-A0001;;Ambulancia zubného lekárstva, Topoľčany;TOBIÁŠDENT, s.r.o.;Zubné lekárstvo, Dentoalveolárna chirurgia, čeľustná ortopédia;Stummerova 1464/42;Topoľčany;95501;Okres Topoľčany;Nitriansky samosprávny kraj;;;;e-VUC;Novy
64-31393896-A0001;64-31393896-A0001;;Ambulancia zubného lekárstva, Topoľčany;STOMACON s.r.o.;Zubné lekárstvo;17.novembra 1300/14;Topoľčany;95501;Okres Topoľčany;Nitriansky samosprávny kraj;;;;e-VUC;Novy
64-48268135-A0001;64-48268135-A0001;;Ambulancia zubného lekárstva, Tesárske Mlyňany;AESTHETIC-DENT, s.r.o.;Zubné lekárstvo;ObZS, Hlavná 253/157;Tesárske Mlyňany;95176;Okres Zlaté Moravce;Nitriansky samosprávny kraj;;;;e-VUC;Novy
64-34772103-A0001;64-34772103-A0001;;Ambulancia dentálnej hygieny, Zlaté Moravce;Zuzana Šmondrková, dipl. d. h.;Dentálna hygiena;Bernolákova 2042/24;Zlaté Moravce;95301;Okres Zlaté Moravce;Nitriansky samosprávny kraj;;;;e-VUC;Novy
64-47034084-A0001;64-47034084-A0001;;Ambulancia zubného lekárstva, Zlaté Moravce;SM-DENT s.r.o.;Zubné lekárstvo;Hviezdoslavova 2285/62;Zlaté Moravce;95301;Okres Zlaté Moravce;Nitriansky samosprávny kraj;;;;e-VUC;Novy
64-42368456-A0001;64-42368456-A0001;;Ambulancia dentálnej hygieny, Zlaté Moravce;Renáta Baťová, dipl. d. h.;Dentálna hygiena;Bernolákova 2042/24;Zlaté Moravce;95301;Okres Zlaté Moravce;Nitriansky samosprávny kraj;;;;e-VUC;Novy
64-46573283-A0002;64-46573283-A0002;;Ambulancia zubného lekárstva, Zlaté Moravce;O - Dent s.r.o.;Zubné lekárstvo;Bernolákova 24;Zlaté Moravce;95301;Okres Zlaté Moravce;Nitriansky samosprávny kraj;;;;e-VUC;Novy
64-37864181-A0001;64-37864181-A0001;;Ambulancia zubného lekárstva, Zlaté Moravce;MUDr. Michaela Vilčeková;Zubné lekárstvo;Poliklinika, Bernolákova 2042/24;Zlaté Moravce !;95301;Okres Zlaté Moravce;Nitriansky samosprávny kraj;;;;e-VUC;Novy
64-45538786-A0001;64-45538786-A0001;;Ambulancia zubného lekárstva, Zlaté Moravce;MUDr. Rakovský V.A. s.r.o.;Zubné lekárstvo, Choroby slizníc ústnej dutiny a paradontu;OZS Žitava II, Hviezdoslavova 2285/62;Zlaté Moravce;95301;Okres Zlaté Moravce;Nitriansky samosprávny kraj;;;;e-VUC;Novy
64-34039481-A0001;64-34039481-A0001;;Ambulancia zubného lekárstva, Zlaté Moravce;MUDr. Natália Zabáková;Zubné lekárstvo;Poliklinika, Bernolákova 2042/24;Zlaté Moravce;95301;Okres Zlaté Moravce;Nitriansky samosprávny kraj;;;;e-VUC;Novy
64-34037357-A0001;64-34037357-A0001;;Ambulancia zubného lekárstva, Topoľčianky;MUDr. Ivan Belica;Zubné lekárstvo;Hlavná 1308/27A;Topoľčianky;95193;Okres Zlaté Moravce;Nitriansky samosprávny kraj;;;;e-VUC;Novy
64-47742348-A0001;64-47742348-A0001;;Ambulancia zubného lekárstva, Zlaté Moravce;LEVIOSAART s.r.o.;Zubné lekárstvo, čeľustná ortopédia;Bernolákova 24;Zlaté Moravce;95301;Okres Zlaté Moravce;Nitriansky samosprávny kraj;;;;e-VUC;Novy
64-44995971-A0002;64-44995971-A0002;;Ambulancia zubného lekárstva, MUDr. Beáta Gašparíková, Zlaté Moravce;GG-dent, s.r.o.;Zubné lekárstvo;Bernolákova 2042/24;Zlaté Moravce;95301;Okres Zlaté Moravce;Nitriansky samosprávny kraj;;;;e-VUC;Novy
64-46457399-A0001;64-46457399-A0001;;Ambulancia zubného lekárstva, MUDr. Erika Tenkelová, Zlaté Moravce;ERIDENT, s.r.o.;Zubné lekárstvo;Poliklinika, Bernolákova 2042/24;Zlaté Moravce;95301;Okres Zlaté Moravce;Nitriansky samosprávny kraj;;;;e-VUC;Novy
64-47357665-A0001;64-47357665-A0001;;Ambulancia zubného lekárstva, Zlaté Moravce;DENTMARK, s.r.o.;Zubné lekárstvo;Továrenská 3036/49;Zlaté Moravce;95301;Okres Zlaté Moravce;Nitriansky samosprávny kraj;;;;e-VUC;Novy
64-35975792-A0001;64-35975792-A0001;;Ambulancia zubného lekárstva, Zlaté Moravce;DENTAMAX s r.o.;Zubné lekárstvo, Rádiológia, čeľustná ortopédia;Janka Kráľa 3469/16;Zlaté Moravce;95301;Okres Zlaté Moravce;Nitriansky samosprávny kraj;;;;e-VUC;Novy
64-35927992-A0001;64-35927992-A0001;;Ambulancia zubného lekárstva, Zlaté Moravce;DENT - EX, s.r.o.;Zubné lekárstvo;Bernolákova 679/25;Zlaté Moravce;95301;Okres Zlaté Moravce;Nitriansky samosprávny kraj;;;;e-VUC;Novy
64-35927992-A0002;64-35927992-A0002;;Ambulancia zubného lekárstva, Zlaté Moravce;DENT - EX, s.r.o.;Zubné lekárstvo, Dentoalveolárna chirurgia;Bernolákova 679/25;Zlaté Moravce;95301;Okres Zlaté Moravce;Nitriansky samosprávny kraj;;;;e-VUC;Novy
64-35927992-A0003;64-35927992-A0003;;Ambulancia zubného lekárstva, Zlaté Moravce;DENT - EX, s.r.o.;Zubné lekárstvo, Dentoalveolárna chirurgia;Bernolákova 679/25;Zlaté Moravce;95301;Okres Zlaté Moravce;Nitriansky samosprávny kraj;;;;e-VUC;Novy
67-43833942-A0002;67-43833942-A0002;;Ambulancia zubného lekárstva, Bardejov;KMstom s.r.o.;Zubné lekárstvo;Polyfunkčný objekt Hurbanova, Hurbanova 4610/10A;Bardejov;08501;Okres Bardejov;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-52978401-A0002;67-52978401-A0002;;Ambulancia zubného lekárstva, MDDr. Stanislava Dorinová, Bardejov;Smile Care, s. r. o.;Zubné lekárstvo;Ťačevská 3463/43;Bardejov;08501;Okres Bardejov;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-56140533-A0001;67-56140533-A0001;;Ambulancia zubného lekárstva, Bardejov;Ali-dental s. r. o.;Zubné lekárstvo;Sv.Jakuba 3544/7;Bardejov;08501;Okres Bardejov;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-56466200-A0001;67-56466200-A0001;;Ambulancia dentálnej hygieny, Bardejov;Bc. Danka Pavelová;Dentálna hygiena;Radničné námestie 43/43;Bardejov;08501;Okres Bardejov;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-54761212-A0004;67-54761212-A0004;;Ambulancia zubného lekárstva, Bardejov;Bardejov DENT s. r. o.;Zubné lekárstvo;Pod papierňou 1625/16F;Bardejov;08501;Okres Bardejov;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-54761212-A0001;67-54761212-A0001;;Ambulancia zubného lekárstva, Bardejov;Bardejov DENT s. r. o.;Zubné lekárstvo;Pod papierňou 1625/16C;Bardejov;08501;Okres Bardejov;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-54761212-A0002;67-54761212-A0002;;Ambulancia zubného lekárstva, Bardejov;Bardejov DENT s. r. o.;Zubné lekárstvo;Pod papierňou 1625/16F;Bardejov;08501;Okres Bardejov;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-54761212-A0003;67-54761212-A0003;;Ambulancia zubného lekárstva, Bardejov;Bardejov DENT s. r. o.;Zubné lekárstvo;Pod papierňou 1625/16F;Bardejov;08501;Okres Bardejov;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-54747538-A0001;67-54747538-A0001;;Ambulancia zubného lekárstva, Bardejov;LEAN Dent Care, s.r.o.;Zubné lekárstvo;J.Grešáka 12/4098;Bardejov;08501;Okres Bardejov;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-55108938-A0001;67-55108938-A0001;;Ambulancia zubného lekárstva, Bardejov;DENTAL ZONE s.r.o.;Zubné lekárstvo;Kláštorská 132/9;Bardejov;08501;Okres Bardejov;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-52770605-A0002;67-52770605-A0002;;Ambulancia zubného lekárstva, Bardejov;Apolonia s.r.o.;Zubné lekárstvo;Fraňa Kráľa 203/2;Bardejov;08501;Okres Bardejov;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-53610121-A0001;67-53610121-A0001;;Ambulancia zubného lekárstva, Bardejov;DENTYX s.r.o.;Zubné lekárstvo;Partizánska 1248/4;Bardejov;08501;Okres Bardejov;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-52770605-A0001;67-52770605-A0001;;Ambulancia zubného lekárstva, Gavryleshko Kateryna, Bardejov;Apolonia s.r.o.;Zubné lekárstvo;Fraňa Kráľa 203/2;Bardejov;08501;Okres Bardejov;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-53010515-A0001;67-53010515-A0001;;Ambulancia dentálnej hygieny, Bardejov;Bc. Henrieta Marcineková;Dentálna hygiena;Partizánska 1248/4;Bardejov;08501;Okres Bardejov;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-45995796-A0002;67-45995796-A0002;;Ambulancia zubného lekárstva, Bardejov;JANAJ s.r.o.;Zubné lekárstvo;, bolesti do 9.00 hod.;;;Okres Bardejov;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-36513776-A0001;67-36513776-A0001;;Ambulancia zubného lekárstva, Bardejov;SpaDental, s.r.o.,;Zubné lekárstvo, Stomatológia;Stredisko obchodu a služieb, Bardejovské Kúpele 2781;Bardejov;08631;Okres Bardejov;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-36513610-A0001;67-36513610-A0001;;Ambulancia zubného lekárstva, MUDr. Janka Ďurčáková, Bardejov;JANKDent s.r.o.,;Zubné lekárstvo;Partizánska 3405;Bardejov;08501;Okres Bardejov;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-48063266-A0002;67-48063266-A0002;;Ambulancia zubného lekárstva, Bardejov;IgoDent, s.r.o.;Zubné lekárstvo;Hurbanova 657/8;Bardejov;08501;Okres Bardejov;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-45994111-A0001;67-45994111-A0001;;Ambulancia zubného lekárstva, Zborov;VORIS, s.r.o.;Zubné lekárstvo;od 14.08.2026 do 14.08.2026;;;Okres Bardejov;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-36514560-A0002;67-36514560-A0002;;Ambulancia zubného lekárstva, Bardejov;VANDENT s.r.o.;čeľustná ortopédia;Rhodyho 3692/7;Bardejov;08501;Okres Bardejov;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-36514560-A0001;67-36514560-A0001;;Ambulancia zubného lekárstva, Bardejov;VANDENT s.r.o.;Zubné lekárstvo;Rhodyho 3692/7;Bardejov;08501;Okres Bardejov;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-36501778-A0001;67-36501778-A0001;;Ambulancia zubného lekárstva, Bardejov;STOMADENT s.r.o.;Zubné lekárstvo;Radničné námestie 43/43;Bardejov;08501;Okres Bardejov;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-36609901-A0001;67-36609901-A0001;;Ambulancia zubného lekárstva, Bardejov;SIGNUM DENS, s.r.o.;Zubné lekárstvo;Štefánikova 699/20;Bardejov;08501;Okres Bardejov;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-56557841-A0002;67-56557841-A0002;;Ambulancia zubného lekárstva, Humenné;BRAND Ortho Dentistry s. r. o.;Zubné lekárstvo, Dentoalveolárna chirurgia;Mierová 6363/105;Humenné;06601;Okres Humenné;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-56918828-A0001;67-56918828-A0001;;Ambulancia zubného lekárstva, Humenné;ASDENS s. r. o.;Zubné lekárstvo, Dentoalveolárna chirurgia;Gaštanová 5674/1;Humenné;06601;Okres Humenné;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-54207673-A0001;67-54207673-A0001;;Ambulancia zubného lekárstva, MDDr. Vladimír Sivý, Humenné;SiVDent s. r. o.;Zubné lekárstvo, Dentoalveolárna chirurgia, Implantológia;od 17.08.2026 do 21.08.2026;;;Okres Humenné;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-52470385-A0001;67-52470385-A0001;;Ambulancia zubného lekárstva, MDDr. Ihor Krasitskyi, Humenné;UNIVERZITNÁ DENTÁLNA KLINIKA PROFESORA KOSTENKA, s. r. o.;Zubné lekárstvo;Ul. 1.mája 2045/21;Humenné;06601;Okres Humenné;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-52470385-A0002;67-52470385-A0002;;Ambulancia zubného lekárstva, doc. MUDr. Svitlana Kostenko , Humenné;UNIVERZITNÁ DENTÁLNA KLINIKA PROFESORA KOSTENKA, s. r. o.;Zubné lekárstvo;Ul. 1.mája 2045/21;Humenné;06601;Okres Humenné;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-52470385-A0003;67-52470385-A0003;;Ambulancia zubného lekárstva, Humenné;UNIVERZITNÁ DENTÁLNA KLINIKA PROFESORA KOSTENKA, s. r. o.;Zubné lekárstvo;Ul. 1.mája 2045/21;Humenné;06601;Okres Humenné;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-54276250-A0001;67-54276250-A0001;;Ambulancia zubného lekárstva, Humenné;ZUZADENT s. r. o.;Zubné lekárstvo;, Odborné vyšetrenie;;;Okres Humenné;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-51827140-A0001;67-51827140-A0001;;Ambulancia zubného lekárstva, MDDr. Viktor Macko, MPH, MBA, MHA, Humenné;Avident s.r.o.;Zubné lekárstvo, Dentoalveolárna chirurgia;Ul. 1. mája 2045/21;Humenné;06601;Okres Humenné;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-50401661-A0002;67-50401661-A0002;;Ambulancia zubného lekárstva, Humenné;EeveDent s.r.o.;Zubné lekárstvo, Choroby slizníc ústnej dutiny a paradontu;Ul. 1.mája 2045/21;Humenné;06601;Okres Humenné;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-50401661-A0001;67-50401661-A0001;;EeveDent s.r.o., Humenné;EeveDent s.r.o.;Zubné lekárstvo, Choroby slizníc ústnej dutiny a paradontu;Ul. 1.mája 2045/21;Humenné;06601;Okres Humenné;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-48282057-A0001;67-48282057-A0001;;Ambulancia zubného lekárstva, Humenné;M DENTAL s.r.o.;Zubné lekárstvo;Ul. 1.mája 2045/21;Humenné;06601;Okres Humenné;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-37939114-A0001;67-37939114-A0001;;Ambulancia zubného lekárstva, Humenné;MUDr. Ján Stretavský;Zubné lekárstvo;Čapajevova 2552/6;Humenné;06601;Okres Humenné;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-48260860-A0001;67-48260860-A0001;;Ambulancia zubného lekárstva, Humenné;KAMI - dent, s.r.o.,;Zubné lekárstvo;od 14.08.2026 do 14.08.2026;;;Okres Humenné;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-31719261-A0002;67-31719261-A0002;;Ambulancia zubného lekárstva, Humenné;RECENS, s.r.o.;Zubné lekárstvo;Kukorelliho 1503/42;Humenné;06601;Okres Humenné;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-50028421-A0001;67-50028421-A0001;;Ambulancia zubného lekárstva, MDDr. Štefánia Szekérová, Humenné;KS - Stom s.r.o.;Zubné lekárstvo;Ul. 1. mája 21;Humenné;06601;Okres Humenné;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-57520127-A0001;67-57520127-A0001;;Ambulancia dentálnej hygieny, Kežmarok;Bc. Nora Gregúrková;Dentálna hygiena;Sihoť 1066/5;Kežmarok;06001;Okres Kežmarok;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-56825048-A0001;67-56825048-A0001;;Ambulancia zubného lekárstva, Kežmarok;TSI dental s. r. o.;Zubné lekárstvo;Sihoť 1066/5;Kežmarok;06001;Okres Kežmarok;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-56771690-A0001;67-56771690-A0001;;Ambulancia zubného lekárstva, Spišská Stará Ves;PuoDent s. r. o.;Zubné lekárstvo;Slov. nár. povstania 1/1;Spišská Stará Ves;06101;Okres Kežmarok;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-55625959-A0001;67-55625959-A0001;;Ambulancia zubného lekárstva, Kežmarok;SMILEY s. r. o.;Zubné lekárstvo;Huncovská 2636/40;Kežmarok;06001;Okres Kežmarok;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-56440855-A0001;67-56440855-A0001;;HollDent, Spišská Belá;Bc. František Holluj;Dentálna hygiena;Letná 2580/18B;Spišská Belá;05901;Okres Kežmarok;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-52060080-A0001;67-52060080-A0001;;Ambulancia zubného lekárstva, Spišská Belá;DENTALIVE,s.r.o.;Zubné lekárstvo;, DENTÁLNA HYGIENA PLATI PODĽA OBJEDNÁVKY.;;;Okres Kežmarok;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-45659460-A0002;67-45659460-A0002;;Ambulancia zubného lekárstva, Kežmarok;Paudent, s. r. o.;Zubné lekárstvo, Dentoalveolárna chirurgia;Hlavné námestie 12/36;Kežmarok;06001;Okres Kežmarok;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-50981757-A0001;67-50981757-A0001;;Ambulancia zubného lekárstva, Kežmarok;ZUBČEKOVO, s.r.o.;Zubné lekárstvo;Hlavné námestie 72;Kežmarok;06001;Okres Kežmarok;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-51488213-A0001;67-51488213-A0001;;Ambulancia zubného lekárstva, Lendak;Dentema s.r.o.;Zubné lekárstvo;Školská 796/17;Lendak;05907;Okres Kežmarok;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-50796453-A0001;67-50796453-A0001;;Ambulancia zubného lekárstva, MDDr. Alexandra Nediľko, Kežmarok;Dens KK, s. r. o.;Zubné lekárstvo;Hradská cesta 1198/2;Kežmarok;06001;Okres Kežmarok;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-50778641-A0001;67-50778641-A0001;;Ambulancia zubného lekárstva, Kežmarok;SMART SMILE s.r.o.;Zubné lekárstvo, Dentoalveolárna chirurgia;Jakuba Kraya 20;Kežmarok;06001;Okres Kežmarok;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-31968392-A0001;67-31968392-A0001;;Ambulancia zubného lekárstva, Slovenská Ves;MUDr. Cyril Václav;Zubné lekárstvo;ObZS, Slovenská Ves 45;Slovenská Ves;05902;Okres Kežmarok;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-46959173-A0001;67-46959173-A0001;;Ambulancia zubného lekárstva, Kežmarok;Stomatologická ambulanica Sident, s.r.o.;Zubné lekárstvo;Starý trh 57;Kežmarok;06001;Okres Kežmarok;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-36517178-A0001;67-36517178-A0001;;Ambulancia zubného lekárstva, Veľká Lomnica;STOMA-HYGIENA, spol. s r.o.;Zubné lekárstvo;Tatranská 1542/24A;Veľká Lomnica;05952;Okres Kežmarok;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-46657185-A0001;67-46657185-A0001;;Ambulancia zubného lekárstva, Spišská Belá;BELÁ SMILE s. r. o.;Zubné lekárstvo;Štefánikova 42;Spišská Belá;05901;Okres Kežmarok;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-46656766-A0001;67-46656766-A0001;;Ambulancia zubného lekárstva, Spišská Belá;SLAVDENT II., s.r.o.;Zubné lekárstvo;Mierová 2699/16;Spišská Belá;05901;Okres Kežmarok;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-31981631-A0001;67-31981631-A0001;;Ambulancia zubného lekárstva, Spišská Stará Ves;MUDr. Magdaléna Puobišová;Zubné lekárstvo;Slov. nár. povstania 1/1;Spišská Stará Ves;06101;Okres Kežmarok;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-31969585-A0001;67-31969585-A0001;;Ambulancia zubného lekárstva, Kežmarok;MUDr. Erika Sperková;Zubné lekárstvo;Garbiarska 1613/19;Kežmarok;06001;Okres Kežmarok;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-48234966-A0002;67-48234966-A0002;;Ambulancia zubného lekárstva, Spišské Podhradie;Tatry Dental Clinic, s. r. o.;Zubné lekárstvo;Školská 175/2;Spišské Podhradie;05304;Okres Levoča;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-56599935-A0001;67-56599935-A0001;;Ambulancia zubného lekárstva, Spišské Podhradie;Dentazet s. r. o.;Zubné lekárstvo;od 03.08.2026 do 15.08.2026;;;Okres Levoča;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-55108211-A0002;67-55108211-A0002;;Ambulancia zubného lekárstva, Levoča;MARMOX, s. r. o.;Zubné lekárstvo;Pri podkove 880/2;Levoča;05401;Okres Levoča;Prešovský samosprávny kraj;;;;e-VUC;Novy
51-53306139-A0002;51-53306139-A0002;;Ambulancia zubného lekárstva, Levoča;SCHWIRIAN, s. r. o.;Zubné lekárstvo;Ulica Michala Hlaváčka 176/24;Levoča;05401;Okres Levoča;Prešovský samosprávny kraj;;;;e-VUC;Novy
51-00738301-A0071;51-00738301-A0071;;Ambulancia zubného lekárstva, Levoča;Nemocnica pre obvinených a odsúdených a Ústav na výkon trestu odňatia slobody;Zubné lekárstvo;ÚVTOS, Námestie Štefana Kluberta 1590/7;Levoča;05401;Okres Levoča;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-51015951-A0001;67-51015951-A0001;;Ambulancia zubného lekárstva, MDDr. Peter Pitorák, Levoča;Levodental s.r.o.;Zubné lekárstvo;Špitálska 319/9;Levoča;05401;Okres Levoča;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-42323983-A0002;67-42323983-A0002;;Ambulancia zubného lekárstva, Spišské Podhradie;MDDr. Zuzana Dronzeková;Zubné lekárstvo;Školská 175/2;Spišské Podhradie;05304;Okres Levoča;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-36651338-A0001;67-36651338-A0001;;Ambulancia zubného lekárstva, MDDr. Eva Ondušková, Spišský Štvrtok;PODENT, s.r.o.;Zubné lekárstvo;Námestie slobody 261/3;Spišský Štvrtok;05314;Okres Levoča;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-37790056-A0001;67-37790056-A0001;;Ambulancia zubného lekárstva, Levoča;MUDr. Rastislav Bičanovský;Zubné lekárstvo;Vysoká ulica 432/78;Levoča;05401;Okres Levoča;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-31993281-A0001;67-31993281-A0001;;Zubna ambulancia, Levoča;MUDr. Dagmar Papcunová;Zubné lekárstvo;, MUDR Dagmar Papcunová v dňoch 31.07.2026 do 17.08.2026 neordinuje z dôvodu čerpania dovolenky.;;;Okres Levoča;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-36845639-A0001;67-36845639-A0001;;Ambulancia zubného lekárstva, Levoča;M&M Smile Dent, s.r.o.;Zubné lekárstvo;Vysoká 78;Levoča;05401;Okres Levoča;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-47603178-A0001;67-47603178-A0001;;Ambulancia zubného lekárstva, Levoča;LivDent, s.r.o.;Zubné lekárstvo;Pod Kamenným vrchom 1;Levoča;05401;Okres Levoča;Prešovský samosprávny kraj;;;;e-VUC;Novy
67-44920342-A0002;67-44920342-A0002;;Ambulancia zubného lekárstva, Spišské Podhradie;HP ortodent, s.r.o.;čeľustná ortopédia;Školská 175/2;Spišské Podhradie;05304;Okres Levoča;Prešovský samosprávny kraj;;;;e-VUC;Novy
